participant_id	bids_participant_id	session_id	pipeline_name	pipeline_version	pipeline_step	bids_session_id	status
01	sub-01	anatomicals	fmriprep	23.2.1	default	ses-anatomicals	SUCCESS
01	sub-01	anatomicals	mriqc	23.0.1	default	ses-anatomicals	SUCCESS
01	sub-01	floc7T	fmriprep	23.2.1	default	ses-floc7T	FAIL
01	sub-01	floc7T	mriqc	23.0.1	default	ses-floc7T	FAIL
01	sub-01	ring3T	fmriprep	23.2.1	default	ses-ring3T	FAIL
01	sub-01	ring3T	mriqc	23.0.1	default	ses-ring3T	FAIL
01	sub-01	ring7T	fmriprep	23.2.1	default	ses-ring7T	FAIL
01	sub-01	ring7T	mriqc	23.0.1	default	ses-ring7T	FAIL
01	sub-01	ringSE	fmriprep	23.2.1	default	ses-ringSE	FAIL
01	sub-01	ringSE	mriqc	23.0.1	default	ses-ringSE	FAIL
02	sub-02	anatomicals	fmriprep	23.2.1	default	ses-anatomicals	SUCCESS
02	sub-02	anatomicals	mriqc	23.0.1	default	ses-anatomicals	SUCCESS
02	sub-02	ring7T	fmriprep	23.2.1	default	ses-ring7T	FAIL
02	sub-02	ring7T	mriqc	23.0.1	default	ses-ring7T	FAIL
03	sub-03	anatomicals	fmriprep	23.2.1	default	ses-anatomicals	SUCCESS
03	sub-03	anatomicals	mriqc	23.0.1	default	ses-anatomicals	SUCCESS
03	sub-03	ring3T	fmriprep	23.2.1	default	ses-ring3T	FAIL
03	sub-03	ring3T	mriqc	23.0.1	default	ses-ring3T	FAIL
03	sub-03	ring7T	fmriprep	23.2.1	default	ses-ring7T	FAIL
03	sub-03	ring7T	mriqc	23.0.1	default	ses-ring7T	FAIL
04	sub-04	anatomicals	fmriprep	23.2.1	default	ses-anatomicals	SUCCESS
04	sub-04	anatomicals	mriqc	23.0.1	default	ses-anatomicals	SUCCESS
04	sub-04	ring7T	fmriprep	23.2.1	default	ses-ring7T	FAIL
04	sub-04	ring7T	mriqc	23.0.1	default	ses-ring7T	FAIL
04	sub-04	ringSE	fmriprep	23.2.1	default	ses-ringSE	FAIL
04	sub-04	ringSE	mriqc	23.0.1	default	ses-ringSE	FAIL
05	sub-05	anatomicals	fmriprep	23.2.1	default	ses-anatomicals	SUCCESS
05	sub-05	anatomicals	mriqc	23.0.1	default	ses-anatomicals	SUCCESS
05	sub-05	ring7T	fmriprep	23.2.1	default	ses-ring7T	FAIL
05	sub-05	ring7T	mriqc	23.0.1	default	ses-ring7T	FAIL
06	sub-06	anatomicals	fmriprep	23.2.1	default	ses-anatomicals	SUCCESS
06	sub-06	anatomicals	mriqc	23.0.1	default	ses-anatomicals	SUCCESS
06	sub-06	floc7T	fmriprep	23.2.1	default	ses-floc7T	FAIL
06	sub-06	floc7T	mriqc	23.0.1	default	ses-floc7T	FAIL
07	sub-07	anatomicals	fmriprep	23.2.1	default	ses-anatomicals	SUCCESS
07	sub-07	anatomicals	mriqc	23.0.1	default	ses-anatomicals	SUCCESS
07	sub-07	floc7T	fmriprep	23.2.1	default	ses-floc7T	FAIL
07	sub-07	floc7T	mriqc	23.0.1	default	ses-floc7T	FAIL
08	sub-08	anatomicals	fmriprep	23.2.1	default	ses-anatomicals	SUCCESS
08	sub-08	anatomicals	mriqc	23.0.1	default	ses-anatomicals	SUCCESS
08	sub-08	floc7T	fmriprep	23.2.1	default	ses-floc7T	FAIL
08	sub-08	floc7T	mriqc	23.0.1	default	ses-floc7T	FAIL
09	sub-09	anatomicals	fmriprep	23.2.1	default	ses-anatomicals	SUCCESS
09	sub-09	anatomicals	mriqc	23.0.1	default	ses-anatomicals	SUCCESS
09	sub-09	floc7T	fmriprep	23.2.1	default	ses-floc7T	FAIL
09	sub-09	floc7T	mriqc	23.0.1	default	ses-floc7T	FAIL
10	sub-10	anatomicals	fmriprep	23.2.1	default	ses-anatomicals	SUCCESS
10	sub-10	anatomicals	mriqc	23.0.1	default	ses-anatomicals	SUCCESS
10	sub-10	floc7T	fmriprep	23.2.1	default	ses-floc7T	FAIL
10	sub-10	floc7T	mriqc	23.0.1	default	ses-floc7T	FAIL
11	sub-11	anatomicals	fmriprep	23.2.1	default	ses-anatomicals	SUCCESS
11	sub-11	anatomicals	mriqc	23.0.1	default	ses-anatomicals	SUCCESS
11	sub-11	floc7T	fmriprep	23.2.1	default	ses-floc7T	FAIL
11	sub-11	floc7T	mriqc	23.0.1	default	ses-floc7T	FAIL
