participant_id	bids_participant_id	session_id	pipeline_name	pipeline_version	pipeline_step	bids_session_id	status
01	sub-01	01	fmriprep	23.2.0	default	ses-01	SUCCESS
01	sub-01	01	mriqc	23.0.1	default	ses-01	SUCCESS
02	sub-02	01	fmriprep	23.2.0	default	ses-01	SUCCESS
02	sub-02	01	mriqc	23.0.1	default	ses-01	SUCCESS
03	sub-03	01	fmriprep	23.2.0	default	ses-01	SUCCESS
03	sub-03	01	mriqc	23.0.1	default	ses-01	SUCCESS
04	sub-04	01	fmriprep	23.2.0	default	ses-01	SUCCESS
04	sub-04	01	mriqc	23.0.1	default	ses-01	SUCCESS
05	sub-05	01	fmriprep	23.2.0	default	ses-01	SUCCESS
05	sub-05	01	mriqc	23.0.1	default	ses-01	SUCCESS
06	sub-06	01	fmriprep	23.2.0	default	ses-01	SUCCESS
06	sub-06	01	mriqc	23.0.1	default	ses-01	SUCCESS
07	sub-07	01	fmriprep	23.2.0	default	ses-01	SUCCESS
07	sub-07	01	mriqc	23.0.1	default	ses-01	SUCCESS
08	sub-08	01	fmriprep	23.2.0	default	ses-01	SUCCESS
08	sub-08	01	mriqc	23.0.1	default	ses-01	SUCCESS
09	sub-09	01	fmriprep	23.2.0	default	ses-01	SUCCESS
09	sub-09	01	mriqc	23.0.1	default	ses-01	SUCCESS
10	sub-10	01	fmriprep	23.2.0	default	ses-01	SUCCESS
10	sub-10	01	mriqc	23.0.1	default	ses-01	SUCCESS
11	sub-11	01	fmriprep	23.2.0	default	ses-01	FAIL
11	sub-11	01	mriqc	23.0.1	default	ses-01	FAIL
12	sub-12	01	fmriprep	23.2.0	default	ses-01	FAIL
12	sub-12	01	mriqc	23.0.1	default	ses-01	FAIL
13	sub-13	01	fmriprep	23.2.0	default	ses-01	FAIL
13	sub-13	01	mriqc	23.0.1	default	ses-01	FAIL
14	sub-14	01	fmriprep	23.2.0	default	ses-01	FAIL
14	sub-14	01	mriqc	23.0.1	default	ses-01	FAIL
15	sub-15	01	fmriprep	23.2.0	default	ses-01	FAIL
15	sub-15	01	mriqc	23.0.1	default	ses-01	FAIL
16	sub-16	01	fmriprep	23.2.0	default	ses-01	FAIL
16	sub-16	01	mriqc	23.0.1	default	ses-01	FAIL
17	sub-17	01	fmriprep	23.2.0	default	ses-01	FAIL
17	sub-17	01	mriqc	23.0.1	default	ses-01	FAIL
18	sub-18	01	fmriprep	23.2.0	default	ses-01	FAIL
18	sub-18	01	mriqc	23.0.1	default	ses-01	FAIL
19	sub-19	01	fmriprep	23.2.0	default	ses-01	FAIL
19	sub-19	01	mriqc	23.0.1	default	ses-01	FAIL
20	sub-20	01	fmriprep	23.2.0	default	ses-01	FAIL
20	sub-20	01	mriqc	23.0.1	default	ses-01	FAIL
