participant_id	bids_participant_id	session_id	pipeline_name	pipeline_version	pipeline_step	bids_session_id	status
01	sub-01	01pre	fmriprep	25.1.3	default	ses-01pre	FAIL
01	sub-01	01pre	mriqc	24.0.2	default	ses-01pre	FAIL
01	sub-01	02fmri	fmriprep	25.1.3	default	ses-02fmri	SUCCESS
01	sub-01	02fmri	mriqc	24.0.2	default	ses-02fmri	SUCCESS
02	sub-02	01pre	fmriprep	25.1.3	default	ses-01pre	FAIL
02	sub-02	01pre	mriqc	24.0.2	default	ses-01pre	FAIL
02	sub-02	02fmri	fmriprep	25.1.3	default	ses-02fmri	SUCCESS
02	sub-02	02fmri	mriqc	24.0.2	default	ses-02fmri	SUCCESS
03	sub-03	01pre	fmriprep	25.1.3	default	ses-01pre	FAIL
03	sub-03	01pre	mriqc	24.0.2	default	ses-01pre	FAIL
03	sub-03	02fmri	fmriprep	25.1.3	default	ses-02fmri	SUCCESS
03	sub-03	02fmri	mriqc	24.0.2	default	ses-02fmri	SUCCESS
04	sub-04	01pre	fmriprep	25.1.3	default	ses-01pre	FAIL
04	sub-04	01pre	mriqc	24.0.2	default	ses-01pre	FAIL
04	sub-04	02fmri	fmriprep	25.1.3	default	ses-02fmri	SUCCESS
04	sub-04	02fmri	mriqc	24.0.2	default	ses-02fmri	SUCCESS
05	sub-05	01pre	fmriprep	25.1.3	default	ses-01pre	FAIL
05	sub-05	01pre	mriqc	24.0.2	default	ses-01pre	FAIL
05	sub-05	02fmri	fmriprep	25.1.3	default	ses-02fmri	SUCCESS
05	sub-05	02fmri	mriqc	24.0.2	default	ses-02fmri	SUCCESS
06	sub-06	01pre	fmriprep	25.1.3	default	ses-01pre	FAIL
06	sub-06	01pre	mriqc	24.0.2	default	ses-01pre	FAIL
06	sub-06	02fmri	fmriprep	25.1.3	default	ses-02fmri	SUCCESS
06	sub-06	02fmri	mriqc	24.0.2	default	ses-02fmri	SUCCESS
07	sub-07	01pre	fmriprep	25.1.3	default	ses-01pre	FAIL
07	sub-07	01pre	mriqc	24.0.2	default	ses-01pre	FAIL
